practice_games.thisRepN,practice_games.thisTrialN,practice_games.thisN,practice_games.thisIndex,practice_turns.thisRepN,practice_turns.thisTrialN,practice_turns.thisN,practice_turns.thisIndex,double_click_1.thisRepN,double_click_1.thisTrialN,double_click_1.thisN,double_click_1.thisIndex,games.thisRepN,games.thisTrialN,games.thisN,games.thisIndex,turns.thisRepN,turns.thisTrialN,turns.thisN,turns.thisIndex,double_click_2.thisRepN,double_click_2.thisTrialN,double_click_2.thisN,double_click_2.thisIndex,intervention_games.thisRepN,intervention_games.thisTrialN,intervention_games.thisN,intervention_games.thisIndex,intervention_moves.thisRepN,intervention_moves.thisTrialN,intervention_moves.thisN,intervention_moves.thisIndex,double_click_3.thisRepN,double_click_3.thisTrialN,double_click_3.thisN,double_click_3.thisIndex,more_games.thisRepN,more_games.thisTrialN,more_games.thisN,more_games.thisIndex,more_turns.thisRepN,more_turns.thisTrialN,more_turns.thisN,more_turns.thisIndex,tutorial_games.thisRepN,tutorial_games.thisTrialN,tutorial_games.thisN,tutorial_games.thisIndex,tutorial_turns.thisRepN,tutorial_turns.thisTrialN,tutorial_turns.thisN,tutorial_turns.thisIndex,double_click_4.thisRepN,double_click_4.thisTrialN,double_click_4.thisN,double_click_4.thisIndex,new_games.thisRepN,new_games.thisTrialN,new_games.thisN,new_games.thisIndex,turns_4.thisRepN,turns_4.thisTrialN,turns_4.thisN,turns_4.thisIndex,section_0_text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,status_text.started,section_1_text.started,recall_text.started,section_2_text.started,section_3_text.started,nim_text.started,section_4_text.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04865862499718787,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006666666666666667, -0.08222222222222222, -0.17666666666666667, -0.2644444444444444, -0.29888888888888887, -0.3111111111111111, -0.31222222222222223, -0.3111111111111111, -0.3088888888888889, -0.3088888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.07666666666666666, 0.20666666666666667, 0.3411111111111111, 0.39, 0.4022222222222222, 0.40444444444444444, 0.40444444444444444, 0.4088888888888889, 0.41]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020362500072224066, 0.049819125000794884, 0.09820333300012862, 0.1464247920011985, 0.19537962500180583, 0.24445612500130665, 0.293598167001619, 0.3425951250028447, 0.39171279199945275, 0.4414096249965951, 0.49131887499970617, 0.5403867919958429, 0.5891888749974896, 0.6382302920028451, 0.6871519170017564, 0.7362742499972228, 0.7851253330009058, 0.8349107499961974, 0.8838798329961719]",288.0942947500007,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017003250002744608,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013333333333333334, -0.14888888888888888, -0.29888888888888887, -0.3988888888888889, -0.4444444444444444, -0.4622222222222222, -0.46444444444444444, -0.46444444444444444, -0.4622222222222222, -0.4533333333333333, -0.4288888888888889, -0.4166666666666667, -0.41555555555555557, -0.41555555555555557]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0044444444444444444, 0.11777777777777777, 0.27, 0.3611111111111111, 0.3933333333333333, 0.4022222222222222, 0.4033333333333333, 0.4033333333333333, 0.4033333333333333, 0.39444444444444443, 0.3711111111111111, 0.3611111111111111, 0.3611111111111111, 0.3611111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00019958300254074857, 0.049820500003988855, 0.09845779100578511, 0.1473567909997655, 0.1956345830039936, 0.2451277080035652, 0.29565179100609384, 0.34564550000504823, 0.39551879100326914, 0.4457810000021709, 0.495798708005168, 0.5453796660003718, 0.5951255830004811, 0.6447117499992601, 0.6945434160006698, 0.7445752080020611, 0.7943125410020002, 0.8439610410059686, 0.8940910410019569, 0.9442943329995614]",299.8080952080054,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0171074169993517,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.024444444444444446, -0.09111111111111111, -0.21333333333333335, -0.29888888888888887, -0.33111111111111113, -0.3411111111111111, -0.3488888888888889, -0.35444444444444445, -0.36333333333333334, -0.37666666666666665, -0.38555555555555554, -0.38555555555555554]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022222222222222223, 0.12555555555555556, 0.27111111111111114, 0.3322222222222222, 0.35444444444444445, 0.37, 0.3811111111111111, 0.38555555555555554, 0.3888888888888889, 0.39444444444444443, 0.3988888888888889, 0.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020266600040486082, 0.05066645799524849, 0.0996421250019921, 0.14904895799554652, 0.1987654999975348, 0.2490613330010092, 0.2988257499964675, 0.34902904099726584, 0.3990574999988894, 0.4490554579970194, 0.4992370409963769, 0.5491557080022176, 0.5987931659983587, 0.6486515409997082, 0.6990962909985683, 0.7492434160012635, 0.8002570829994511, 0.850585250002041]",313.63836429100047,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02913829200406326,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013333333333333334, -0.09, -0.22333333333333333, -0.31555555555555553, -0.3466666666666667, -0.36444444444444446, -0.38222222222222224, -0.3977777777777778, -0.4033333333333333, -0.4033333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.06111111111111111, 0.16555555555555557, 0.23666666666666666, 0.26222222222222225, 0.2733333333333333, 0.2811111111111111, 0.2877777777777778, 0.29333333333333333, 0.29555555555555557]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00021279099746607244, 0.04940070799784735, 0.09826404100022046, 0.14806987500196556, 0.1973201250002603, 0.24655641600111267, 0.2956012080030632, 0.34420879100071033, 0.39305958300246857, 0.44191783299902454, 0.49069574999884935, 0.5392767079974874, 0.5880709580014809, 0.638087874998746, 0.6881754999994882, 0.7374102910034708, 0.7876853330017184, 0.8373491250022198, 0.8868699160011602, 0.9362303329980932, 0.9857196250013658, 1.035117708001053, 1.0852690410029027]",322.96906791600486,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01704641599644674,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0011111111111111111, -0.03111111111111111, -0.17666666666666667, -0.29444444444444445, -0.36333333333333334, -0.38, -0.38555555555555554, -0.3877777777777778, -0.3877777777777778, -0.3877777777777778, -0.37555555555555553, -0.36333333333333334, -0.3611111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02666666666666667, 0.17555555555555555, 0.29555555555555557, 0.3511111111111111, 0.3622222222222222, 0.37222222222222223, 0.3844444444444444, 0.4, 0.4066666666666667, 0.4066666666666667, 0.4066666666666667, 0.4066666666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00020620799477910623, 0.05145183300192002, 0.09980399999767542, 0.1489796249952633, 0.19822425000165822, 0.24713337499997579, 0.2958955829963088, 0.3445200409987592, 0.395067833000212, 0.4471372909974889, 0.499971416000335, 0.5527839159985888, 0.6047530829964671, 0.6564117499947315, 0.708026415995846, 0.7578337500017369, 0.8076493330008816, 0.857134790996497, 0.9067687499991735, 0.9561841659960919, 1.0067502909951145, 1.0558960829948774]",334.76943087499967,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02991904199734563,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0033333333333333335, -0.07333333333333333, -0.2222222222222222, -0.30666666666666664, -0.33, -0.33666666666666667, -0.3411111111111111, -0.3433333333333333, -0.34444444444444444, -0.34444444444444444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333333333335, 0.08888888888888889, 0.25555555555555554, 0.3333333333333333, 0.35888888888888887, 0.37333333333333335, 0.38222222222222224, 0.38555555555555554, 0.3877777777777778, 0.3888888888888889]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00021012500656070188, 0.04985333300282946, 0.09838083300564904, 0.1479121660013334, 0.19750158300303156, 0.24680229100340512, 0.2957710410046275, 0.34453320800093934, 0.3935652080035652, 0.44292162500642007, 0.49249658299959265, 0.5417510000042967, 0.5917287500051316, 0.6415812500054017, 0.6908871250052471, 0.7400749580046977, 0.7892205829994055, 0.8386844160049804, 0.8881768749997718, 0.9378886660051649]",344.039362375006,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06230416699690977,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04888888888888889, -0.20555555555555555, -0.3088888888888889, -0.36777777777777776, -0.3933333333333333, -0.41444444444444445, -0.4288888888888889, -0.43222222222222223, -0.43, -0.41333333333333333, -0.4022222222222222, -0.4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.035555555555555556, 0.14666666666666667, 0.2222222222222222, 0.25666666666666665, 0.26555555555555554, 0.2688888888888889, 0.27, 0.27111111111111114, 0.27, 0.24222222222222223, 0.2288888888888889, 0.22777777777777777]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00021500000002561137, 0.04980279200390214, 0.09875375000410713, 0.147904750003363, 0.1973852090013679, 0.2461901670030784, 0.2951329170027748, 0.34392195899999933, 0.393056125001749, 0.4415839590001269, 0.4916102920033154, 0.5407682090008166, 0.5903702499999781, 0.6398857919994043, 0.6899697920016479, 0.7389996249985415, 0.7887188750028145, 0.8379982089973055, 0.8872317089990247, 0.9365237500023795, 0.9860380840036669, 1.0354831669974374, 1.0853645840034005]",353.7300365830015,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017014958000800107,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.016666666666666666, -0.06666666666666667, -0.17, -0.24555555555555555, -0.30444444444444446, -0.34444444444444444, -0.37777777777777777, -0.4033333333333333, -0.42, -0.43, -0.43333333333333335, -0.43444444444444447, -0.43444444444444447, -0.43444444444444447]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005555555555555556, 0.028888888888888888, 0.10111111111111111, 0.17777777777777778, 0.25, 0.29333333333333333, 0.3244444444444444, 0.3477777777777778, 0.36666666666666664, 0.3811111111111111, 0.39666666666666667, 0.4077777777777778, 0.41, 0.41]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00021362500410759822, 0.050562832999276, 0.09961412499978906, 0.14960104200144997, 0.19918254199728835, 0.2482681670007878, 0.29742075000103796, 0.34626691700395895, 0.3956554579999647, 0.44526479199703317, 0.4954015420007636, 0.5451463330027764, 0.5950198330028797, 0.6446667080017505, 0.6940294579981128, 0.7444058330002008, 0.7938763330021175, 0.843429708002077, 0.8931862079989514, 0.9433684579998953, 0.9935992079990683, 1.0433858329997747, 1.0933914170018397]",367.7285768750007,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01703804199496517,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.023333333333333334, -0.15444444444444444, -0.3088888888888889, -0.39222222222222225, -0.4222222222222222, -0.42777777777777776, -0.42777777777777776, -0.4266666666666667, -0.4088888888888889, -0.37777777777777777, -0.3688888888888889, -0.36777777777777776]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.18888888888888888, 0.3422222222222222, 0.4122222222222222, 0.44, 0.45222222222222225, 0.45444444444444443, 0.45444444444444443, 0.4411111111111111, 0.41888888888888887, 0.41333333333333333, 0.4122222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00021212499996181577, 0.051132666994817555, 0.10102520899818046, 0.15003908400103683, 0.1987165839964291, 0.24742416699882597, 0.29662329200073145, 0.3473690839964547, 0.39729258399893297, 0.44760191699606366, 0.49695283400069457, 0.5465168339942466, 0.5967440839958726, 0.6467541669990169, 0.6972282499991707, 0.7472546669960138, 0.7970567499942263, 0.8469942089941469, 0.8970622919950983]",379.470727083004,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.2418535830002,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017023125001287553,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.028888888888888888, -0.12222222222222222, -0.22111111111111112, -0.29, -0.33444444444444443, -0.36666666666666664, -0.3844444444444444, -0.4022222222222222, -0.4077777777777778, -0.4111111111111111, -0.4177777777777778, -0.41888888888888887, -0.4177777777777778, -0.4177777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.1, 0.20666666666666667, 0.3, 0.35888888888888887, 0.38333333333333336, 0.39222222222222225, 0.39555555555555555, 0.39444444444444443, 0.3877777777777778, 0.37, 0.3566666666666667, 0.35555555555555557, 0.35555555555555557]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00028216600185260177, 0.05070675000024494, 0.09973387500212993, 0.14832325000315905, 0.19681329100421863, 0.24571458300488302, 0.2945802910035127, 0.34394008300296264, 0.3934629159994074, 0.44290037500468316, 0.49226829100371106, 0.5417874160048086, 0.5912773750023916, 0.6410102500012727, 0.691230208001798, 0.7417952910036547, 0.7929736250007409, 0.8433928750018822, 0.8939501249988098, 0.9434307910050848, 0.9943086249986663, 1.044886708004924, 1.0955511659994954, 1.1451620830048341, 1.1950507080036914, 1.2445688330044504, 1.294118083002104, 1.3448446250040433, 1.3952594580041477]",1004.1820116660019,,,381.8718216250054,674.3806289580025,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.1647636250054,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0.01701708300242899,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02, -0.13555555555555557, -0.27444444444444444, -0.3522222222222222, -0.38666666666666666, -0.40444444444444444, -0.42, -0.43222222222222223, -0.43444444444444447, -0.43444444444444447]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014444444444444444, 0.11555555555555555, 0.24555555555555555, 0.3233333333333333, 0.3477777777777778, 0.35444444444444445, 0.35888888888888887, 0.3655555555555556, 0.37222222222222223, 0.37222222222222223]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00028162499802419916, 0.05071620799571974, 0.09958320800069487, 0.14831237500038696, 0.1975220000022091, 0.24654208299762104, 0.2958867499983171, 0.3457724580002832, 0.39602949999971315, 0.44614316699880874, 0.49551708299986785, 0.5449392919981619, 0.594180125001003, 0.6438051669974811, 0.6934209999963059, 0.7437579999968875, 0.7942432919953717, 0.8435936249952647]",1067.3147922080025,,,,,,1054.216427583,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,0.017073916998924688,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006666666666666667, -0.043333333333333335, -0.12666666666666668, -0.2222222222222222, -0.29333333333333333, -0.35, -0.3888888888888889, -0.4077777777777778, -0.4177777777777778, -0.4255555555555556, -0.4288888888888889, -0.4288888888888889]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023333333333333334, 0.06, 0.13, 0.22, 0.2822222222222222, 0.33, 0.36777777777777776, 0.39111111111111113, 0.4011111111111111, 0.4077777777777778, 0.4111111111111111, 0.4111111111111111]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00028554099844768643, 0.05086991599819157, 0.09990383299737005, 0.1495423749947804, 0.19889916599640856, 0.24925837499904446, 0.29865262499515666, 0.34836916600033874, 0.39794187499501277, 0.4473119999966002, 0.4965964160001022, 0.5462439580005594, 0.5966083749954123, 0.6468085829983465, 0.6965170409966959, 0.7460179999980028, 0.7954027499945369, 0.8454569159948733, 0.8954472909972537, 0.9457838329981314, 0.9954729159944691, 1.0449149579944788, 1.0949534159954055, 1.1450018329996965]",1079.2826196250026,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,0.01701879099709913,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02, -0.08, -0.16333333333333333, -0.23, -0.27666666666666667, -0.31, -0.32555555555555554, -0.3377777777777778, -0.34444444444444444, -0.35777777777777775, -0.38, -0.39555555555555555, -0.4, -0.4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333334, 0.05444444444444444, 0.11444444444444445, 0.16444444444444445, 0.20444444444444446, 0.23777777777777778, 0.2544444444444444, 0.2633333333333333, 0.2677777777777778, 0.27, 0.27444444444444444, 0.2833333333333333, 0.2922222222222222, 0.2922222222222222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00028383299650158733, 0.050458749996323604, 0.09958470799756469, 0.14851108299626503, 0.19715783299761824, 0.24586283299868228, 0.2944405829985044, 0.34335316700162366, 0.39290095799515257, 0.44313358300132677, 0.49263737499859417, 0.5431182079992141, 0.5926529169955757, 0.6422862920007901, 0.6920567080014735, 0.7414479169965489, 0.7914098749970435, 0.8417437079988304, 0.8921154999989085, 0.9419095420016674, 0.991410916998575, 1.0424399580006138, 1.0923167500004638]",1091.210427291,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,0.017015500001434702,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013333333333333334, -0.1322222222222222, -0.3244444444444444, -0.48444444444444446, -0.5533333333333333, -0.5666666666666667, -0.57, -0.5677777777777778, -0.5611111111111111, -0.5144444444444445, -0.4666666666666667, -0.45666666666666667, -0.45555555555555555, -0.45444444444444443, -0.45444444444444443, -0.45444444444444443, -0.4533333333333333, -0.4533333333333333, -0.45222222222222225, -0.44666666666666666, -0.43555555555555553, -0.43222222222222223]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008888888888888889, 0.0811111111111111, 0.22, 0.36, 0.43333333333333335, 0.4533333333333333, 0.46111111111111114, 0.4633333333333333, 0.4622222222222222, 0.4488888888888889, 0.43444444444444447, 0.42777777777777776, 0.4255555555555556, 0.42444444444444446, 0.42444444444444446, 0.42444444444444446, 0.42444444444444446, 0.42444444444444446, 0.42444444444444446, 0.42444444444444446, 0.42444444444444446, 0.42333333333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00028645899874391034, 0.051778666995232925, 0.10058816699893214, 0.14944916700187605, 0.19917866699688602, 0.24897645899909548, 0.29877741699601756, 0.348885708997841, 0.3995697919963277, 0.4499821669960511, 0.5006469169966294, 0.5502399999968475, 0.6005821669969009, 0.6503946250013541, 0.7005214169985265, 0.7508246249999502, 0.8007244170003105, 0.850412084000709, 0.9003922499978216, 0.9508014999955776, 1.0004630420007743, 1.0511570000016945, 1.1007597089992487, 1.1504693749957369, 1.1989401249957155, 1.249413083998661, 1.2995272089974605, 1.3501394999984768, 1.4006146669998998, 1.4507142500006012]",1103.1178827910044,,,,,,,,921191,001,2024-02-05_16h18.39.649,WythoffsHumanExp,2023.1.3,None,
